category,diff_line,county,state
,2 - 1 - 1 medical call center established and taking calls providing clinical triage.,polk,Iowa
,"(NEW)     Monitoring bed capacity , testing   and medical supply inventories   daily .",polk,Iowa
,"(NEW)       ESF #9: Search and Rescue   (extrication and location of missi ng persons)   Nothing to report     ESF #10: Hazardous Materials   Nothing to report     ESF #11: Agriculture, Natural Resources, and Pets   ARL : Currently no change in services or hours  but  reducing public access at ARL buildings ;  updates at arl - iowa.org.",polk,Iowa
,"Some eve nt cancellations, per CDC guidelines.",polk,Iowa
,"Keeping employees safe by providing proper PPE, and reducing  public contact.",polk,Iowa
,There is no evidence of animals being a threat of either tra nsmitting or receiving COVID - 19  ( UPDATED ).,polk,Iowa
,ESF #12: Energy   MidAmerican Energy   has implemented its business continuity plan to ensure energy service is maintained.,polk,Iowa
,"Temporary travel restrictions and self - isolation are in place for employees, as well as restricted visitors and access to  key facilities.",polk,Iowa
,Key employees and tasks are being   separated to multiple locations to ensure continuity.,polk,Iowa
,New safety  protocols are in place for ens uring safety during home visits .,polk,Iowa
,"ESF #13: Law Enforcement and Security   Law enforcement, when performing LE duties, should not need N95 protection.",polk,Iowa
,"If they are   performing medical/life - saving procedures involving the airway, N95 protection is recommended.",polk,Iowa
,"Polk County Emergency Management Agency     COVID - 19 (Incident 2020 - 03 - 04)     -   Page  7   of  7   -   Johnston : Issuance of PPE (gloves, masks, eye protection).",polk,Iowa
,"Enhanced hygiene by more frequently uniform washing,  changing out of uniforms before going home.",polk,Iowa
,Red uction of non - essential trainings and education.,polk,Iowa
,"Prioritizing which  calls must be done in person, vs more administrative calls to be done by phone.",polk,Iowa
,"DMPD :  the union and the City have entered into a mutually agreed upon MOU that states employees will receiv e  continuation of regular wages for the hours an employee would have otherwise worked if they are symptomatic or  are otherwise required to miss work for purposes of isolation, testing, and/or recovery from COVID  -   19 symptoms,  OR have tested positive and a re in quarantine, OR an employee has been exposed to someone who has the virus   and  the employee needs to be tested, OR if an employee is needed to care for a family member who has the virus or has  been in contact with someone who has the virus and has been   directed to self - isolate.",polk,Iowa
,"The MOU goes on to address  use of sick leave after 14 days, and the ability to borrow against future sick leave.",polk,Iowa
,MOU is effective through 16  April unless adjusted with mutual agreement .,polk,Iowa
,"(NEW)       Public lobby remains open  but re sidents needing non - emergency police services are strongly encouraged to call the  police department, rather than visiting the department.",polk,Iowa
,"Tours, civilian ride - alongs, public fingerprinting have been  temporarily suspended.",polk,Iowa
,Officers issued right types and am ounts of PPE.,polk,Iowa
,Disinfecting and cleaning processes of  vehicles and shared equipment are being repeated as shifts change .,polk,Iowa
,Asking  officers to use discretion on when to  choose citation instead of custody to   minimize contact when possible .,polk,Iowa
,Windsor Heights :  Ha ve restricted public access to City Hall and Public Safety building.,polk,Iowa
,Requiring deeper cleaning  of police and fire equipment and vehicles.,polk,Iowa
,Polk County   Law Enforcement Executives Association   (PLEXA) has been invited to be represented in the Polk  County EOC  to represent ESF - 13.,polk,Iowa
,Representatives will be in the EOC from 9 - 5 M - F. Currently they  are identifying  priorities and strategies to address LE concerns.,polk,Iowa
,Daily conference calls will occur with PLEXA at noon.,polk,Iowa
,"(UPDATED)     ESF #14: Mitigation and Recovery   (disast er assistance program coordination)   Nothing to report     ESF #15: Public Information   Continue to update PCHD website and social media   Handle and respond to media requests as needed   Coordinate press conference   Mitigate rumor control   Create videos as needed  for public release on the PCPH YouTube channel  (NEW)     S ECTION  8:   R EQUESTS FOR  A DDITIONAL  R ESOURCES     Personal protective equipment continues to be requested, but are unable to be fulfilled in large quantities.",polk,Iowa
,"However,  requests are being forwarded to the S tate Emergency Operations Center so orders can be fulfilled when resources do  become available.",polk,Iowa
,"S ECTION  9:   O THER  R ELEVANT  I NFORMATION       Polk County  Emergency Management Agency     COVID - 19 (Incident 2020 - 03 - 04)     -   Page  1   of  6   -     Situation Report (SIT - REP)  Version:   2     Incident Name:  COVID - 19   Report Date:  17   March 2020   Report Time:  17 00   Hours                             For Additional Information Contact:   Helen Eddy ,  Director   Polk County  Public Health   515 - 782 - 7236   nola.aigner @polkcountyiowa.gov       Proudly serving the communities of:   Alleman, Altoona, Ankeny, Bondurant, Clive, Des Moines, Elkhart, Grimes, Johnston, Mitchellville,  Pleasant Hill, Polk City, Polk County, Runnells, Urbandale, West Des Moines, and Windsor Heights   Polk County Emergency Management Agency     Summer 2018 Flooding     -   Page  2   of  6   -     S ECTION  1:   S ITUATION   D ESCRIPTION     The COVID - 19 is a world - wide pandemic according to the World Health Organization.",polk,Iowa
,The President of  the United States of America has declared a Public Health Emergency and has issued an Emergency  Declaration.,polk,Iowa
,"Within Iowa, Governor Reynolds ha s issued a public health emergency proclamation.",polk,Iowa
,All of  these declarations and proclamations have relaxed various authorities and regulations to respond to this  incident.,polk,Iowa
,Those changes will continue to be assessed and may be altered.,polk,Iowa
,Individuals should con tact their  respective authorities for those changes.,polk,Iowa
,"Currently, in Iowa, we have community spread, which means that people are becoming infected in ways  that cannot be traced back to travel or known infected individuals.",polk,Iowa
,"Personal protective equipment, te sting, screening and surveillance guidelines and recommendations  continue to be evaluated and are adjusted frequently as more information is gathered about this virus.",polk,Iowa
,Current guidelines should be sourced from Polk County Health Department's webpage.,polk,Iowa
,"S EC TION  2:   F ORECAST     Local Forecast Details:  http://www.crh.noaa.gov/dmx/       S ECTION  3:   O PERATIONAL  F OCUS  A REAS ,   P RIORITIES AND  A SSUMPTIONS     Operational Focus Areas   1.",polk,Iowa
,Situational State/Situational Analysis   2.,polk,Iowa
,Determin e Priority of Incident(s)   3.,polk,Iowa
,Acquire/Allocate Critical Resources   4.,polk,Iowa
,Crisis Information Management   5.,polk,Iowa
,Develop/Advise/Support Policy - Level Decisions   6.,polk,Iowa
,Coordinate with Elected/Appointed Officials   7.,polk,Iowa
,"Coordination with County, State, Federal, Private, and Non - Governmental Co mponents     Incident Priorities   1.",polk,Iowa
,"Care for Life, Safety and Health    2.",polk,Iowa
,Stabilize Incident   3.,polk,Iowa
,Recover     Planning assumptions   1.,polk,Iowa
,Public health preparedness will limit the scope of the disease spread (Phase 1)   2.,polk,Iowa
,It is likely that a localized outbreak will occur in Polk Count y (Phase 2)   3.,polk,Iowa
,Polk County may experience community spread of the disease (Phase 3)   4.,polk,Iowa
,Polk County Public Health may not be informed  of a positive case or tests submitted   5.,polk,Iowa
,Resources such as personal protective equipment will be very limited and possibly u navailable   6.,polk,Iowa
,Sharing of valid information with community partners and the public will ease fears and drive appropriate  actions   7.,polk,Iowa
,This is a fast - paced and evolving incident and information will change and require updating on a frequent  basis   8.,polk,Iowa
,Coordination and co llaboration among community partners is necessary and will be done using the  principles of the National Incident Management System (NIMS) and Incident Command System (ICS)   9.,polk,Iowa
,Safety message (ICS - 208) will be followed in the building       S ECTION  4:   A CTIVATION AN D  S TAFFING  L EVEL   Polk County Emergency Management Agency     Summer 2018 Flooding     -   Page  3   of  6   -     Current   activation level is a  3   (of 5)      for an unknown period of time .,polk,Iowa
,Staff will  continue to coordinate with local entities on individual basis and scheduled conference calls as needed.,polk,Iowa
,Activation   L evel   Generalized Description of Activities   5   Monitoring   Existing resources and capabilities are not necessarily coordinated outside of  their own jurisdiction or outside of their immediate   discipline.,polk,Iowa
